"操作","ID","问题","标准答案","备用答案(JSON)","分类","标签","业务域","状态","启用","版本","修改说明"
"KEEP","1029","用户问“个人模板能分享给别人吗”怎么回复？","教程中主要说明个人模板用于个人复用，团队共享规则没有明确写明。如果需要团队共用模板，建议联系管理员确认当前系统是否支持共享或权限配置。","","功能介绍","个人模板咋分享给别人？,个人模板能共享给其他人吗？,个人模板可以发给别人？,个人模板能不能传给团队用？,个人模板能否分享给同事？","account","approved","1","1",""
"KEEP","1030","个人模板可以团队共用吗？","教程中主要说明个人模板用于个人复用，团队共享规则没有明确写明。如果需要团队共用模板，建议联系管理员确认当前系统是否支持共享或权限配置。","","功能介绍","个人模板能不能给团队用？,个人建的模板团队能共享吗？,团队能用个人模板不？,个人模板支持团队共用吗？,我自己的模板同事能用吗？","account","approved","1","1",""
"KEEP","1031","模板共享权限怎么确认？","教程中主要说明个人模板用于个人复用，团队共享规则没有明确写明。如果需要团队共用模板，建议联系管理员确认当前系统是否支持共享或权限配置。","","功能介绍","模板共享权限咋确认？,模板分享权限怎么查？,模板共用权限咋办？,如何确认模板的共享权限？,模板共享权限咋核实？","account","approved","1","1",""
"KEEP","1032","用户问“我的资产能删除吗”怎么回复？","教程中没有详细说明删除流程。一般可以在“我的资产”中查找对应素材，查看是否有删除或管理入口；如果没有，建议联系管理员确认。","","功能介绍","我的资产怎么删除？,我的资产能删掉不？,我的资产可以移除吗？,资产有没有删除入口？,咋删除我的资产？","asset","approved","1","1",""
"KEEP","1033","个人资产不想要了怎么办？","教程中没有详细说明删除流程。一般可以在“我的资产”中查找对应素材，查看是否有删除或管理入口；如果没有，建议联系管理员确认。","","功能介绍","个人资产咋处理掉？,不要的个人资产咋办？,个人资产怎么删除？,如何丢弃个人资产？,个人资产不想要咋整？","asset","approved","1","1",""
"KEEP","1034","保存错资产怎么处理？","教程中没有详细说明删除流程。一般可以在“我的资产”中查找对应素材，查看是否有删除或管理入口；如果没有，建议联系管理员确认。","","功能介绍","保存错资产咋办？,误存了素材怎么删除？,保存错了文件如何处理？,资产保存错了怎么撤？,不小心存错内容咋处理？","asset","approved","1","1",""
"KEEP","1035","用户问“公共资产能不能编辑”怎么回复？","教程中只说明可在公共资产和我的资产之间切换查看。公共资产是否可编辑取决于权限配置；如需长期复用，建议优先保存或创建为自己的资产。","","功能介绍","公共资产可以修改吗？,公共资产能编辑咋办？,公共资产有编辑权限吗？,公共资产能不能改？,公共资产可以编辑不？","asset","approved","1","1",""
"KEEP","1036","公共资产可以改吗？","教程中只说明可在公共资产和我的资产之间切换查看。公共资产是否可编辑取决于权限配置；如需长期复用，建议优先保存或创建为自己的资产。","","功能介绍","公共资产能不能修改？,公共资产咋改？,公共资产可以编辑吗？,公共资产能改动不？,公共资产能变更吗？","asset,account","approved","1","1",""
"KEEP","1037","公共素材能不能保存成自己的？","教程中只说明可在公共资产和我的资产之间切换查看。公共资产是否可编辑取决于权限配置；如需长期复用，建议优先保存或创建为自己的资产。","","功能介绍","公共素材咋保存成我的？,公共资产能转成个人资产吗？,共享素材怎么变成自己私有的？,怎么把公共素材弄成自己的？,公共素材可以另存为个人资产吗？","asset","approved","1","1",""
"KEEP","1038","用户问“生成的视频可以下载吗”怎么回复？","教程更新中提到视频下载文件名已优化，说明视频生成后支持下载。您可以在生成结果或视频节点的相关操作中查找下载入口。","","功能介绍","生成的视频咋下载啊？,生成的视频能保存到本地吗？,怎么把生成的视频下载下来？,生成的视频能下载不？,生成的视频下载入口在哪里？","export","approved","1","1",""
"KEEP","1039","视频生成后能保存到本地吗？","教程更新中提到视频下载文件名已优化，说明视频生成后支持下载。您可以在生成结果或视频节点的相关操作中查找下载入口。","","功能介绍","视频生成后能下载到本地吗？,生成的视频怎么保存到手机？,视频生成后咋保存到本地？,生成的视频支不支持导出？,视频生成后可以下载吗？","export,video","approved","1","1",""
"KEEP","1040","生成视频怎么下载？","教程更新中提到视频下载文件名已优化，说明视频生成后支持下载。您可以在生成结果或视频节点的相关操作中查找下载入口。","","功能介绍","生成的视频咋下载？,视频生成好了咋保存？,怎么导出生成的视频？,在哪儿能下载生成视频？,生成视频如何获取？","export,video","approved","1","1",""
"KEEP","1041","用户问“视频下载后找不到文件”怎么回复？","建议先查看浏览器默认下载目录。新版已优化视频下载文件名，通常会更容易识别；如果下载了多个版本，也可以按生成时间或文件名进行区分。","","功能介绍","下载完视频找不到了咋办？,下载的影片不知道去哪了,视频下载后文件丢失了,浏览器下载的视频找不到了,视频下载后文件不见了","export","approved","1","1",""
"KEEP","1042","下载的视频去哪了？","建议先查看浏览器默认下载目录。新版已优化视频下载文件名，通常会更容易识别；如果下载了多个版本，也可以按生成时间或文件名进行区分。","","功能介绍","下载的视频跑哪去了？,下载的影片在哪个文件夹？,我下的视频咋找不到？,视频下载完去哪了？,保存的视频去哪儿了？","export","approved","1","1",""
"KEEP","1043","视频文件名怎么识别？","建议先查看浏览器默认下载目录。新版已优化视频下载文件名，通常会更容易识别；如果下载了多个版本，也可以按生成时间或文件名进行区分。","","功能介绍","视频文件名咋识别？,视频文件名称怎么区分？,怎么看出视频文件名？,如何辨认视频文件名？,视频文件名怎么找出来？","video","approved","1","1",""
"KEEP","1044","用户问“能不能生成 1080P 视频”怎么回复？","教程更新中提到 Seedance 2.0 支持 1080P 分辨率，视频超分也支持提升至 1080P、2K 或 4K。具体可用选项以当前模型和页面设置为准。","","功能介绍","能生成1080P分辨率的视频不？,支持生成1080P视频吗？,种子2.0能出1080P的视频吗？,能不能直接生成1080P高清视频？,咋生成1080P的视频啊？","export,video","approved","1","1",""
"KEEP","1045","Seedance 2.0 支持 1080P 吗？","教程更新中提到 Seedance 2.0 支持 1080P 分辨率，视频超分也支持提升至 1080P、2K 或 4K。具体可用选项以当前模型和页面设置为准。","","功能介绍","Seedance 2.0 能不能支持1080P？,Seedance 2.0 支不支持高清1080？,Seedance 2.0 可以输出1080P吗？,Seedance 2.0 1080P支持不？,Seedance 2.0 能超分到1080P吗？","video","approved","1","1",""
"KEEP","1046","视频分辨率能到 1080P 吗？","教程更新中提到 Seedance 2.0 支持 1080P 分辨率，视频超分也支持提升至 1080P、2K 或 4K。具体可用选项以当前模型和页面设置为准。","","功能介绍","视频能到1080P不？,视频画质支持1080P吗？,视频分辨率能上1080P吗？,视频支不支持1080P啊？,视频能到1080吗？","video","approved","1","1",""
"KEEP","1047","用户问“如何生成更专业的生图指令”怎么回复？","可以点击图片节点里的“预设”，让系统把简单描述扩写成更专业的生图指令。也可以用文本节点的提示词辅助生成更完整的图片提示词。","","功能介绍","怎么搞更专业的图片提示词？,如何写出更专业的AI绘画指令？,生图指令咋生成更专业的？,怎样用预设扩写成专业Prompt？,图片节点的预设能生成专业指令吗？","canvas,image","approved","1","1",""
"KEEP","1048","简单描述怎么变成专业提示词？","可以点击图片节点里的“预设”，让系统把简单描述扩写成更专业的生图指令。也可以用文本节点的提示词辅助生成更完整的图片提示词。","","功能介绍","怎么把简单描述扩写成专业提示词？,咋让简单的描述变成更专业的生图指令？,用预设功能把简单描述转成专业prompt？,简单描述咋变成专业提示词？,如何通过文本节点辅助生成更完整的图片提示词？","image","approved","1","1",""
"KEEP","1049","图片提示词怎么优化？","可以点击图片节点里的“预设”，让系统把简单描述扩写成更专业的生图指令。也可以用文本节点的提示词辅助生成更完整的图片提示词。","","操作流程","图片提示词咋优化？,图片prompt怎么优化？,图片描述词咋改？,如何优化图片提示词？,图片提示词怎么改进？","image","approved","1","1",""
"KEEP","1050","人物关系能自动梳理吗？","生成剧本大纲时，系统会根据输入内容生成故事结构、人物关系和分集规划。您也可以再用文本节点继续扩展人物设定和关系冲突。","","操作流程","人物关系能自动生成吗？,人物关系能不能自动整理？,人物关系咋自动梳理啊？,自动梳理人物关系可以吗？,系统能自动理清人物关系不？","script","approved","1","1",""
"KEEP","1051","大纲里会有人物关系吗？","生成剧本大纲时，系统会根据输入内容生成故事结构、人物关系和分集规划。您也可以再用文本节点继续扩展人物设定和关系冲突。","","操作流程","大纲里有人物关系没？,剧本大纲包含角色关系吗？,故事大纲有人物关系不？,大纲里头有角色关系不？,写大纲时会出人物关系吗？","script","approved","1","1",""
"KEEP","1052","短剧剧情平淡怎么改？","可以在文本节点中要求系统对剧情进行扩写或改写，例如加强人物目标、误会、反转、对抗和情绪爆点。建议说明希望的类型和节奏。","","操作流程","短剧剧情没意思咋改？,微短剧故事平淡怎么提升？,竖屏短剧剧情太平咋整？,短剧剧本不够吸引人怎么改？,短剧剧情平淡怎么调整？","script","approved","1","1",""
"KEEP","1053","能让 AI 加强戏剧冲突吗？","可以在文本节点中要求系统对剧情进行扩写或改写，例如加强人物目标、误会、反转、对抗和情绪爆点。建议说明希望的类型和节奏。","","操作流程","AI能帮我强化剧情冲突吗？,怎样让AI增加故事矛盾？,咋让AI把戏剧冲突搞激烈点？,有没有办法让AI改写冲突更剧烈？,AI能加强剧本的冲突感不？","script","approved","1","1",""
"KEEP","1054","一句话灵感如何扩成短剧？","可以按流程来：输入一句话灵感，生成剧本大纲，再生成分集脚本；随后让系统匹配人物、场景、道具，生成分镜画面，并继续生成视频。","","操作流程","一句话灵感咋变成短剧？,怎么把一句话创意扩成微短剧？,一个点子如何扩展成短剧脚本？,一句话灵感怎么搞成短视频剧？,如何将一句话灵感转化为短剧？","onboarding,script,video","approved","1","1",""
"KEEP","1055","从创意到成片怎么操作？","可以按流程来：输入一句话灵感，生成剧本大纲，再生成分集脚本；随后让系统匹配人物、场景、道具，生成分镜画面，并继续生成视频。","","操作流程","从创意到成片咋操作？,从想法到视频怎么做？,从灵感变成片有啥步骤？,创意一键生成视频怎么搞？,创意到成片咋弄？,怎么生成视频,如何生成视频,视频怎么生成,怎么做视频,怎么制作视频,咋生成视频","onboarding,script,video","approved","1","1",""
"KEEP","1056","新手是不是要先看完整教程？","不用一次学完。新手可以先掌握三件事：文本节点写剧情，图片节点做素材，视频节点生成镜头。等流程跑通后，再逐步使用资产库、模板和工具栏优化。","","操作流程","新手要不要把教程从头到尾看完？,小白需要先学完整教程吗？,刚入门的人是不是先看全部教学？,新手咋办？非得先刷完教程吗？,初学者要先看整篇指南吗？","onboarding","approved","1","1",""
"KEEP","1057","功能很多不知道先用哪个怎么办？","不用一次学完。新手可以先掌握三件事：文本节点写剧情，图片节点做素材，视频节点生成镜头。等流程跑通后，再逐步使用资产库、模板和工具栏优化。","","操作流程","功能太多,新手该从哪下手？,这么多功能,先学啥？,不知道先学哪些模块咋办？,功能很多,不清楚先用哪个功能？,新手入门,该先掌握哪几个节点？","canvas,onboarding,script","approved","1","1",""
"KEEP","1058","关键分镜需要自己写吗？","系统可以根据脚本内容智能规划每集、每个场景的关键分镜。生成后您仍然可以手动补充分镜或调整素材，让镜头更符合创作意图。","","操作流程","关键分镜是自动生成的吗？,关键镜头需要手动画吗？,分镜能不能让系统自动规划？,主要分镜要自己写吗？,关键分镜用不用自己弄？","canvas,script","approved","1","1",""
"KEEP","1059","AI 会帮我拆镜头吗？","系统可以根据脚本内容智能规划每集、每个场景的关键分镜。生成后您仍然可以手动补充分镜或调整素材，让镜头更符合创作意图。","","操作流程","AI能不能帮我分镜头啊？,系统会自动规划分镜吗？,AI能自动拆分镜头不？,人工智能会帮我做分镜规划吗？,AI会自动给我拆好镜头吗？","canvas,script","approved","1","1",""
"KEEP","1060","视频动作跳变怎么优化？","可以尝试补充更清晰的动作描述，或使用首尾帧控制开始和结束画面。复杂动作建议拆成多个较短镜头分别生成，再进行合成或剪辑。","","操作流程","视频动作跳变咋优化？,视频动作不连贯怎么解决？,视频动作卡顿咋办？,如何改善视频动作跳变？,动作跳帧怎么处理？","video","approved","1","1",""
"KEEP","1061","生成视频动作不自然怎么办？","可以尝试补充更清晰的动作描述，或使用首尾帧控制开始和结束画面。复杂动作建议拆成多个较短镜头分别生成，再进行合成或剪辑。","","操作流程","视频里动作看着别扭咋办？,生成视频动作僵硬怎么解决？,视频动作不流畅怎么办？,做视频时角色动作不自然能咋弄？,AI视频动作卡顿怎么办？","video","approved","1","1",""
"KEEP","1062","用户问“多人物画面用哪个模型”怎么回复？","多人物画面和复杂镜头可以优先考虑 kling-v3-omni-pro。它更适合多人画面、复杂运镜、强氛围场景和重点剧情片段。","","问题处理","多人物画面用啥模型好？,多人镜头推荐哪个模型？,kling模型适不适合多人物场景？,多人物复杂画面该用哪款？,多人物画面选哪个模型比较好？","model","approved","1","1",""
"KEEP","1063","多人镜头生成推荐什么模型？","多人物画面和复杂镜头可以优先考虑 kling-v3-omni-pro。它更适合多人画面、复杂运镜、强氛围场景和重点剧情片段。","","问题处理","多人镜头生成用啥模型好？,群像画面推荐什么模型？,多人物场景推荐kling模型吗？,复杂运镜的多人镜头,哪个模型合适？,拍多人画面,用哪个模型推荐下？","model,video","approved","1","1",""
"KEEP","1064","复杂人物关系视频怎么生成？","多人物画面和复杂镜头可以优先考虑 kling-v3-omni-pro。它更适合多人画面、复杂运镜、强氛围场景和重点剧情片段。","","问题处理","复杂人物关系视频咋生成？,复杂人物关系视频如何制作？,怎么生成复杂人物关系的视频？,复杂人物关系视频咋做？,复杂人物关系视频生成方法？","model,video","approved","1","1",""
"KEEP","1065","用户问“环境氛围镜头用哪个模型”怎么回复？","常规环境氛围和短镜头转场可以先试 kling-video-o1-std；如果氛围要求强、画面完成度要求高，可以考虑 kling-v3-omni-pro。","","问题处理","氛围镜头该用哪个模型？,环境氛围镜头选啥模型？,氛围转场用啥模型好？,环境镜头推荐哪个模型？,短镜头转场应该用什么模型？","model,video","approved","1","1",""
"KEEP","1066","氛围场景视频推荐什么模型？","常规环境氛围和短镜头转场可以先试 kling-video-o1-std；如果氛围要求强、画面完成度要求高，可以考虑 kling-v3-omni-pro。","","问题处理","氛围场景视频推荐用啥模型？,气氛环境短片适合什么模型？,推荐个做氛围场景视频的模型呗？,氛围视频模型推荐？,kling哪些模型适合氛围场景？","model,video","approved","1","1",""
"KEEP","1067","简单环境镜头怎么选模型？","常规环境氛围和短镜头转场可以先试 kling-video-o1-std；如果氛围要求强、画面完成度要求高，可以考虑 kling-v3-omni-pro。","","问题处理","简单环境镜头咋选模型？,普通场景镜头怎么挑模型？,基础环境镜头选啥模型好？,简单环境镜头该用哪个模型？,简单场景镜头怎么选模型？","model,video","approved","1","1",""
"KEEP","1068","用户问“走路、转身、推门这类镜头用什么模型”怎么回复？","这类正式剧情片段可以优先选择 seedance-2.0-official，它适合人物出场、走路、转身、回头、推门、进入房间等连续镜头。","","问题处理","走路转身推门这种镜头咋选模型？,人物行走,转身,推门的动作用啥AI模型？,哪些模型适合做走路转身推门的镜头？,走路转身推门用啥模型好？,走路,推门这类场景用啥工具？","model","approved","1","1",""
"KEEP","1069","人物连续动作推荐哪个模型？","这类正式剧情片段可以优先选择 seedance-2.0-official，它适合人物出场、走路、转身、回头、推门、进入房间等连续镜头。","","问题处理","人物一连串动作该用哪个模型？,人物连续动作推荐啥工具？,人物走路转身这些连续镜头用哪个模型好？,人物连续动作选哪个大模型？,人物出场走路回头这种连续动作用啥模型？","model","approved","1","1",""
"KEEP","1070","常见剧情动作镜头怎么选？","这类正式剧情片段可以优先选择 seedance-2.0-official，它适合人物出场、走路、转身、回头、推门、进入房间等连续镜头。","","问题处理","剧情动作镜头咋选？,连续动作镜头推荐用啥模型？,人物走路转身回头镜头用哪个引擎？,选剧情动作镜头有啥好工具？,seedance适合常见动作镜头吗？","model,video","approved","1","1",""
"KEEP","1071","用户问“效果测试用哪个模型更划算”怎么回复？","前期效果测试建议选择 seedance-2.0-fast-official，它适合快速生成草稿、分镜预览和批量试片。确认方向后再换高质量模型。","","问题处理","测试效果用哪个模型更划算？,试效果用啥模型性价比高？,效果测试用seedance fast划算吗？,前期测试效果选哪个模型最经济？,效果测试用哪个模型更省钱？","model","approved","1","1",""
"KEEP","1072","试错阶段用什么视频模型？","前期效果测试建议选择 seedance-2.0-fast-official，它适合快速生成草稿、分镜预览和批量试片。确认方向后再换高质量模型。","","问题处理","试错阶段该用啥视频模型？,测试阶段推荐哪个AI视频模型？,试错选哪个视频生成模型？,实验阶段用哪个视频模型好？,前期试错用啥视频工具？","model,video","approved","1","1",""
"KEEP","1073","批量测试镜头怎么选模型？","前期效果测试建议选择 seedance-2.0-fast-official，它适合快速生成草稿、分镜预览和批量试片。确认方向后再换高质量模型。","","问题处理","批量测试镜头咋选模型？,批量测试镜头选什么模型好？,批量镜头测试用哪个模型？,批量测镜头怎么挑选模型？,镜头批量测试选模型咋办？","model","approved","1","1",""
"KEEP","1074","用户问“系统能不能根据场景自动选模型”怎么回复？","教程中提到新增 Wan2.7 模型，系统可自动适配场景。视频生成默认也使用全能参考模式，会根据输入内容和参考素材减少手动配置成本。","","问题处理","系统能不能根据场景自己选模型？,系统能否自动匹配场景来选模型？,系统能自动根据场景适配模型吗？,系统会不会根据场景自动切换模型？,系统能根据场景自动挑模型不？","model,video","approved","1","1",""
"KEEP","1075","Wan2.7 会自动适配场景吗？","教程中提到新增 Wan2.7 模型，系统可自动适配场景。视频生成默认也使用全能参考模式，会根据输入内容和参考素材减少手动配置成本。","","问题处理","Wan2.7 会自动适配场景不？,Wan2.7 能否自动匹配场景？,Wan2.7 自动场景适配？,Wan2.7 能自己适应场景吗？,Wan2.7 场景适配是自动的吗？","model,video","approved","1","1",""
"KEEP","1076","视频模型需要每次手选吗？","教程中提到新增 Wan2.7 模型，系统可自动适配场景。视频生成默认也使用全能参考模式，会根据输入内容和参考素材减少手动配置成本。","","问题处理","视频模型每次都得手动选吗？,视频模型需要每次都手动选择吗？,Wan2.7视频模型要手动选吗？,视频模型每次都要自己选吗？,视频模型会自动适配场景吗？","model,video","approved","1","1",""
"KEEP","1077","用户问“怎么做短剧分集脚本”怎么回复？","在剧本大纲基础上，可以继续生成每一集的详细剧情与对白内容。建议先确认大纲方向，再逐集细化，这样结构会更清楚。","","问题处理","短剧分集脚本咋写？,怎么制作短剧每集的脚本？,搞短剧分集剧本有啥技巧？,怎么写短剧分集剧本？,短剧分集脚本的写法？","script","approved","1","1",""
"KEEP","1078","分集脚本包含什么内容？","在剧本大纲基础上，可以继续生成每一集的详细剧情与对白内容。建议先确认大纲方向，再逐集细化，这样结构会更清楚。","","问题处理","分集脚本里都有啥内容？,分集剧本包含哪些部分？,每一集脚本具体写什么？,分集脚本包括哪些东西？,详细剧情和对白在哪写？","script","approved","1","1",""
"KEEP","1079","每一集脚本怎么细化？","在剧本大纲基础上，可以继续生成每一集的详细剧情与对白内容。建议先确认大纲方向，再逐集细化，这样结构会更清楚。","","问题处理","每一集的剧本咋细化啊？,每集脚本怎么详细写？,每集剧情怎么具体化？,剧本的每一集咋具体化？,怎么把每集脚本写得更细？","script","approved","1","1",""
"KEEP","1081","快捷指令里有添加到剪辑吗？","节点快捷指令中包含添加到剪辑等常见操作。您可以在节点侧边或菜单里查看相关入口，将素材加入后","","问题处理","快捷指令里有添加到剪辑不？,快捷指令里有加入剪辑的选项吗？,快捷指令能加素材到剪辑吗？,快指令里有添加到剪辑吗？,快捷指令中是否存在添加到剪辑功能？","asset,canvas","approved","1","1",""
"KEEP","1082","用户问“能不能创建音频节点”怎么回复","教程中提到点击左侧“+”可创建文本、图片、视频、音频或分镜脚本节点。您可以根据素材类型选择对应节点。","","操作流程","怎么创建音频节点？,能添加音频节点吗？,咋创建音频节点？,音频节点咋弄出来？,是否支持新建音频节点？","canvas","approved","1","1",""
"KEEP","1083","用户问“我已经搭好了画布，怎么保存”怎么回复","如果已经搭建好常用画布结构，可以将其保存为个人模板。之后再做类似项目时，直接调用模板即可。","","操作流程","画布搭好了,怎么保存成模板？,保存画布模板咋操作？,如何将做好的画布设为个人模板？,面板搭建完成,咋保存复用？,布局设计好了,怎么存为模板？","canvas","approved","1","1",""
"KEEP","1084","用户问“我已经搭好了画布，怎么保存”怎么回复？","如果已经搭建好常用画布结构，可以将其保存为个人模板。之后再做类似项目时，直接调用模板即可。","","操作流程","画布搭好了,咋保存成模板？,我已经把画布搭好了,怎么存为模板？,怎样把搭好的画布保存为个人模板？,画布弄好了,咋保存成模板啊？,搭好的画布怎么另存为模板？","canvas","approved","1","1",""
"KEEP","1085","常用画布怎么变成模板？","如果已经搭建好常用画布结构，可以将其保存为个人模板。之后再做类似项目时，直接调用模板即可。","","操作流程","常用画板咋保存成模板？,怎么把常用布局转成样板？,已经搭好的画布如何设为模板？,常用画布咋变成模版？,如何将常用设计稿保存为个人模板？","canvas","approved","1","1",""
"KEEP","1086","搭好的流程下次还想用怎么办？","如果已经搭建好常用画布结构，可以将其保存为个人模板。之后再做类似项目时，直接调用模板即可。","","操作流程","搭好的流程图下次咋用？,做好的画布能存成模板吗？,已经建好的流程怎么保存为模板？,下次还想用这个流程,怎么搞？,搭好的模板下次能直接调用吗？","canvas","approved","1","1",""
"KEEP","1087","用户问“我的资产在哪里看”怎么回复？","打开资产面板后，切换到“我的资产”，即可查看已保存的个人素材。您也可以通过分类筛选或关键词搜索快速查找。","","操作流程","我的资产去哪看,个人素材在哪儿查,咋看我的资产,我的资源在哪里找,资产面板在哪打开","asset","approved","1","1",""
"KEEP","1088","保存的个人资产在哪找？","打开资产面板后，切换到“我的资产”，即可查看已保存的个人素材。您也可以通过分类筛选或关键词搜索快速查找。","","操作流程","保存的个人资产去哪了？,已保存的素材在哪里？,我存的资产咋查看？,个人资产在哪儿显示？,我的资产从哪里进入？","asset","approved","1","1",""
"KEEP","1089","怎么查看我的素材？","打开资产面板后，切换到“我的资产”，即可查看已保存的个人素材。您也可以通过分类筛选或关键词搜索快速查找。","","操作流程","如何查看我的素材？,我保存的素材在哪儿？,咋看我的个人素材？,怎样找到我的素材库？,我的资产怎么查看？","asset","approved","1","1",""
"KEEP","1090","用户问“素材保存成功后会出现在哪里”怎么回复？","素材保存成功后，会自动出现在“我的资产”中。后续可以在资产面板里查看、筛选、搜索并再次应用到当前创作中。","","操作流程","素材存好后,在哪儿能找到啊？,资源保存成功后会出现在哪个位置？,素材保存后咋办,去哪看？,素材保存成功后,怎么在资产中查看？,保存好的素材在哪里？","asset","approved","1","1",""
"KEEP","1091","创建资产后在哪里查看？","素材保存成功后，会自动出现在“我的资产”中。后续可以在资产面板里查看、筛选、搜索并再次应用到当前创作中。","","操作流程","我新建的素材在哪看？,上传的资源在哪里查看？,创建资产后去哪找？,资产创建完咋查看？,创建完成后,在哪个位置能看到素材？","asset","approved","1","1",""
"KEEP","1092","右键创建资产后去哪找？","素材保存成功后，会自动出现在“我的资产”中。后续可以在资产面板里查看、筛选、搜索并再次应用到当前创作中。","","操作流程","右键创建资产后在哪呢？,右击新建素材后怎么找到？,刚右键创建的资产上哪找？,右键创建资产后咋找？,在素材上右键创建后怎么看？","asset","approved","1","1",""
"KEEP","1093","用户问“怎样快速复用保存的资产”怎么回复？","打开资产面板，进入“我的资产”，通过分类或搜索找到目标素材，选择后即可再次应用到当前创作中。","","操作流程","咋快速重复用我保存的素材？,如何快速复用已保存的资源？,怎么快速用回我的资产？,咋把存好的组件快速再用？,怎样快速再次使用已保存的素材？","asset","approved","1","1",""
"KEEP","1094","我的资产怎么再次应用？","打开资产面板，进入“我的资产”，通过分类或搜索找到目标素材，选择后即可再次应用到当前创作中。","","操作流程","我的资产咋再次用？,如何复用我的素材？,我的资源怎么重新使用？,咋把我的资产再应用到当前创作？,怎样找到并再次使用我的资产？","asset","approved","1","1",""
"KEEP","1095","保存过的角色怎么用到新画布？","打开资产面板，进入“我的资产”，通过分类或搜索找到目标素材，选择后即可再次应用到当前创作中。","","操作流程","怎么把我保存的角色用到新画布里？,之前保存的素材咋应用到新画布上啊？,怎样把收藏的元素用在新的场景里？,我保存过的角色咋弄到新画布上去？,已保存的角色如何在新画布中再次使用？","asset,canvas","approved","1","1",""
"KEEP","1096","用户问“团队资产和个人资产怎么选”怎么回复？","个人资产库适合保存自己常用的素材；团队资产库适合团队共享和协作使用的素材。如果是项目共用角色、场景或道具，建议放入团队资产库。","","操作流程","团队资产和个人资产咋选？,个人资产和团队资产怎么挑？,选团队资产还是个人资产？,团队库和个人库咋区分？,资产放团队还是个人好？","account,asset","approved","1","1",""
"KEEP","1097","素材应该放个人库还是团队库？","个人资产库适合保存自己常用的素材；团队资产库适合团队共享和协作使用的素材。如果是项目共用角色、场景或道具，建议放入团队资产库。","","操作流程","素材该放个人库还是团队库啊？,素材应该存在个人资产库还是团队共享库？,我的素材咋整,放个人库还是团队库？,素材到底放个人库还是团队库？,素材存个人库还是团队库？","asset","approved","1","1",""
"KEEP","1098","个人资产库和团队资产库有什么区别？","个人资产库适合保存自己常用的素材；团队资产库适合团队共享和协作使用的素材。如果是项目共用角色、场景或道具，建议放入团队资产库。","","操作流程","个人资产库和团队资产库有啥区别？,个人素材库和团队共享库有啥不同？,个人库和团队库有啥不一样？,私有资产库和公共资产库差异在哪？,个人资产库和团队资产库的区别是啥？","asset","approved","1","1",""
"KEEP","1099","用户问“能不能用 DramaTV 做故事板”怎么回复？","适合。您可以在无限画布中自由排列文本、图片和视频节点，用分镜画面、角色资产和剧情说明搭建故事板。","","功能介绍","用 DramaTV 做故事板咋样？,DramaTV能否制作分镜？,咋用 DramaTV 搭剧情板？,DTV能做故事板吗？,用 DramaTV 搞个故事板行不？","asset,canvas,script","approved","1","1",""
"KEEP","1100","故事板规划适合用无限画布吗？","适合。您可以在无限画布中自由排列文本、图片和视频节点，用分镜画面、角色资产和剧情说明搭建故事板。","","功能介绍","故事板规划用无限画布合适吗？,用无限画布做分镜规划咋样？,故事板能用无限白板来排吗？,无限画布适合做叙事板规划不？,故事板规划能不能用自由画布？","canvas","approved","1","1",""
"KEEP","1101","分镜故事板怎么搭？","适合。您可以在无限画布中自由排列文本、图片和视频节点，用分镜画面、角色资产和剧情说明搭建故事板。","","功能介绍","怎么制作分镜故事板？,分镜板咋搭呢？,故事板怎么创建？,分镜脚本怎么搭建？,怎么搭分镜故事板啊？","asset,canvas,script","approved","1","1",""
"KEEP","1102","用户问“短剧工作流中最重要的节点是什么”怎么回复？","通常会重点用到文本节点、图片节点、视频节点和分镜脚本节点。文本负责剧情和提示词，图片负责角色/场景/分镜画面，视频负责镜头生成。","","功能介绍","短剧工作流里哪些节点最重要？,短剧工作流的关键环节是啥？,制作短剧工作流,得重点用啥节点？,短剧工作流最重要的部分是什么？,短剧工作流中核心节点有哪些？","canvas,script,video","approved","1","1",""
"KEEP","1103","做短剧主要用哪些节点？","通常会重点用到文本节点、图片节点、视频节点和分镜脚本节点。文本负责剧情和提示词，图片负责角色/场景/分镜画面，视频负责镜头生成。","","功能介绍","做短剧主要用哪些模块？,制作短剧要用啥节点？,短剧制作常用的节点有哪些？,做短剧一般用哪些关键节点？,搞短剧主要用哪几个节点？","canvas","approved","1","1",""
"KEEP","1104","短剧创作会用到哪些核心节点？","通常会重点用到文本节点、图片节点、视频节点和分镜脚本节点。文本负责剧情和提示词，图片负责角色/场景/分镜画面，视频负责镜头生成。","","功能介绍","创作短剧主要用到啥节点？,短剧创作的核心要素都有啥？,短剧制作的关键节点是哪些？,做短剧都得用啥节点？,短剧创作中主要用哪些节点？","canvas","approved","1","1",""
"KEEP","1105","用户问“系统可以自动匹配道具吗”怎么回复？","系统会根据剧本内容匹配人物、场景与道具等所需素材。您也可以在分镜大纲中继续添加或调整道具资产。","","功能介绍","系统能不能自动把道具配好啊？,剧本里的道具能自动分配吗？,道具咋自动匹配？,系统会自动对应剧本里的道具吗？,系统会自动匹配道具不？","asset,canvas,script","approved","1","1",""
